webserver_1;0;0.0;0.0;0.0;32245251.202373467;5678.490222090152;2009.0125;0.0;18137.0
webserver_1;5;0.0;0.0;0.0;29267521.11629747;5409.946498469044;16121.1875;0.0;18742.0
webserver_1;10;0.0;0.0;0.0;22557312.315031648;4749.453896505539;16561.9625;0.0;18742.0
webserver_1;15;0.0;0.0;0.0;11791327.847468356;3433.8502948539203;17255.475;0.0;18742.0
webserver_1;20;0.0;0.0;0.0;7974679.65806962;2823.9475310404796;17479.3875;0.0;18742.0
webserver_1;25;0.0;0.0;0.0;15549285.047468355;3943.2581766184617;17050.375;0.0;18742.0
webserver_1;30;0.0;0.0;0.0;19178614.065664556;4379.339455404725;16832.6875;0.0;18894.0
webserver_1;35;0.0;0.0;0.0;32656516.567088597;5714.588048765072;15930.7;0.0;18894.0
webserver_1;40;0.0;0.0;0.0;16029989.909968352;4003.7469837601316;17220.8375;0.0;19344.0
webserver_1;45;0.0;0.0;0.0;12646190.338607594;3556.1482447456538;17631.875;0.0;20343.0
webserver_1;50;0.0;0.0;0.0;33486286.568196207;5786.733670059147;16082.0375;0.0;20343.0
webserver_1;55;0.0;0.0;0.0;26242866.996835444;5122.779225853427;16368.375;0.0;20343.0
webserver_1;60;0.0;0.0;0.0;4309004.812658228;2075.8142529278066;17720.15;0.0;20343.0
webserver_1;65;0.0;0.0;0.0;8180897.84556962;2860.226887078999;17495.55;0.0;20343.0
webserver_1;70;0.0;0.0;0.0;8257177.035443038;2873.530413175235;17520.55;0.0;20382.0
webserver_1;75;0.0;0.0;0.0;11897325.437341772;3449.2499818571823;17221.675;0.0;20382.0
webserver_1;80;0.0;0.0;0.0;27198297.116455693;5215.198665099509;16549.15;0.0;20382.0
webserver_1;85;0.0;0.0;0.0;12428857.179588608;3525.4584353795194;17350.3125;0.0;20382.0
webserver_1;90;0.0;0.0;0.0;7995927.036550634;2827.707028061895;17356.4625;0.0;20382.0
webserver_1;95;0.0;0.0;0.0;16055674.985917725;4006.9533296405793;17092.6625;0.0;20382.0
webserver_1;100;0.0;0.0;0.0;26692618.53148734;5166.489962391037;16451.1125;0.0;20382.0
webserver_1;105;0.0;0.0;0.0;23780724.090981014;4876.548378820928;16840.6875;0.0;20382.0
webserver_1;110;0.0;0.0;0.0;9104782.642405063;3017.413236930776;17940.125;0.0;20382.0
webserver_1;115;0.0;0.0;0.0;13220387.734018987;3635.985111908324;17821.0125;0.0;20649.0
